celltype,additional_annotations,level_7_cluster,hemisphere,skid
pre-DN-VNC,PL-18,84,left_id,17105218
pre-DN-VNC,no official annotation,84,left_id,17383431
pre-DN-VNC,no official annotation,84,left_id,11303036
pre-DN-VNC,no official annotation,84,left_id,20421224
pre-DN-VNC,no official annotation,84,left_id,16635345
pre-DN-VNC,no official annotation,84,left_id,16992171
pre-DN-VNC,no official annotation,84,left_id,9237734
DN-VNC,no official annotation,84,left_id,16562142
DN-VNC,no official annotation,84,left_id,17053270
DN-VNC,no official annotation,84,left_id,18485293
pre-DN-VNC,no official annotation,84,left_id,18267838
pre-DN-VNC,no official annotation,84,left_id,14241490
PN-somato,mechano-Ch 2nd_order PN; proprio 2nd_order PN,84,left_id,18106257
pre-DN-VNC,no official annotation,84,left_id,10240382
pre-DN-VNC,no official annotation,84,left_id,16547292
pre-DN-VNC,no official annotation,84,left_id,15525711
DN-VNC,no official annotation,85,left_id,10921106
pre-DN-VNC,no official annotation,85,left_id,11625573
pre-DN-VNC,PL-22,85,left_id,16345627
pre-DN-VNC,no official annotation,85,left_id,6623089
pre-DN-VNC,no official annotation,85,left_id,12935706
pre-DN-VNC,no official annotation,85,left_id,14726012
pre-DN-VNC,no official annotation,85,left_id,14726069
pre-DN-VNC,PL-21,85,left_id,14999928
PN-somato,proprio 2nd_order PN,85,left_id,15028907
pre-DN-VNC,PL-23,85,left_id,4966994
pre-DN-VNC,no official annotation,85,left_id,9235545
DN-VNC,no official annotation,85,left_id,10728328
pre-DN-VNC,no official annotation,85,left_id,16937395
pre-DN-VNC,PL-20,85,left_id,9594273
pre-DN-VNC,no official annotation,85,left_id,16545264
pre-DN-VNC,no official annotation,85,left_id,15539984
CN,no official annotation,85,left_id,12928099
pre-DN-VNC,no official annotation,85,left_id,8025665
pre-DN-VNC,no official annotation,85,left_id,9961098
pre-DN-VNC,no official annotation,85,left_id,10248031
CN,PL-12,85,left_id,9870483
pre-DN-VNC,no official annotation,85,left_id,10238739
pre-DN-VNC,no official annotation,85,left_id,13714311
pre-DN-SEZ,no official annotation,85,left_id,9612903
pre-DN-VNC,no official annotation,85,left_id,18538744
pre-DN-VNC,no official annotation,85,left_id,17110007
PN-somato,noci 2nd_order PN,85,left_id,17108278
pre-DN-VNC,no official annotation,85,left_id,9714476
pre-DN-VNC,no official annotation,85,left_id,10447988
pre-DN-VNC,no official annotation,85,left_id,18566361
DN-VNC,no official annotation,85,left_id,10728333
pre-DN-SEZ,no official annotation,86,left_id,9429085
pre-DN-VNC,no official annotation,86,left_id,5760480
DN-VNC,no official annotation,86,left_id,17353986
pre-DN-VNC,no official annotation,86,left_id,8801715
pre-DN-VNC,no official annotation,86,left_id,12736001
DN-VNC,no official annotation,86,left_id,14651659
DN-VNC,no official annotation,86,left_id,7439913
pre-DN-VNC,no official annotation,86,left_id,16863538
pre-DN-VNC,no official annotation,86,left_id,16547297
pre-DN-VNC,no official annotation,86,left_id,12420898
DN-VNC,PL-19,86,left_id,16561660
DN-VNC,no official annotation,86,left_id,17075832
DN-VNC,no official annotation,86,left_id,17358891
ascending,unknown modality,86,left_id,3564452
DN-SEZ,no official annotation,86,left_id,20139548
pre-DN-VNC,no official annotation,87,left_id,15512404
DN-VNC,no official annotation,87,left_id,1622901
pre-DN-VNC,no official annotation,87,left_id,11841664
MB-FBN,FBN-22,87,left_id,10682660
pre-DN-VNC,no official annotation,87,left_id,11468088
pre-DN-VNC,no official annotation,87,left_id,12598741
pre-DN-VNC,no official annotation,87,left_id,15512408
pre-DN-VNC,no official annotation,87,left_id,7057730
pre-DN-VNC,no official annotation,87,left_id,16327998
pre-DN-VNC,no official annotation,87,left_id,16545113
MB-FFN,FFN-26,87,left_id,7058243
MB-FBN,FBN-25,87,left_id,5681132
PN-somato,noci 2nd_order PN,87,left_id,16561284
MB-FBN,FBN-24,87,left_id,16427492
pre-DN-VNC,no official annotation,87,left_id,4324567
DN-VNC,no official annotation,87,left_id,16952691
pre-DN-VNC,no official annotation,87,left_id,17448356
DN-VNC,no official annotation,87,left_id,16851577
PN-somato,proprio 2nd_order PN,87,left_id,16950121
DN-VNC,no official annotation,87,left_id,17022668
pre-DN-VNC,no official annotation,87,left_id,16950115
pre-DN-VNC,no official annotation,87,left_id,15513540
MB-FBN,FBN-27,87,left_id,5870071
pre-DN-VNC,no official annotation,87,left_id,9154024
pre-DN-VNC,no official annotation,87,left_id,16547281
DN-VNC,no official annotation,88,left_id,13736919
pre-DN-VNC,no official annotation,88,left_id,16547287
DN-VNC,no official annotation,88,left_id,18058793
DN-VNC,no official annotation,88,left_id,17732256
DN-VNC,no official annotation,88,left_id,17732311
DN-VNC,no official annotation,88,left_id,16675987
DN-SEZ,no official annotation,88,left_id,18305476
DN-SEZ,no official annotation,88,left_id,18695745
DN-VNC,no official annotation,88,left_id,17777031
DN-VNC,no official annotation,88,left_id,17736755
DN-VNC,no official annotation,88,left_id,11013583
ascending,noci,88,left_id,4206755
DN-VNC,no official annotation,88,left_id,20556072
MB-FFN,FFN-36,88,left_id,16972043
ascending,proprio,88,left_id,8059283
LN,no official annotation,88,left_id,20172310
DN-VNC,no official annotation,88,left_id,17736748
DN-VNC,no official annotation,88,left_id,16952671
DN-VNC,no official annotation,88,left_id,16952648
DN-SEZ,no official annotation,88,left_id,7955278
DN-VNC,no official annotation,89,left_id,16852622
DN-VNC,no official annotation,89,left_id,16952665
LN,no official annotation,89,left_id,16856617
pre-DN-VNC,no official annotation,89,left_id,10473853
DN-SEZ,no official annotation,89,left_id,10756813
pre-DN-VNC,no official annotation,89,left_id,11022546
PN-somato,proprio 2nd_order PN,89,left_id,16856369
pre-DN-VNC,no official annotation,89,left_id,17360404
DN-VNC,no official annotation,89,left_id,16670540
DN-VNC,no official annotation,89,left_id,16952642
DN-VNC,no official annotation,89,left_id,17736641
pre-DN-VNC,no official annotation,89,left_id,11876076
pre-DN-VNC,no official annotation,89,left_id,15516413
DN-SEZ,no official annotation,89,left_id,17358864
DN-VNC,no official annotation,89,left_id,18929470
DN-VNC,no official annotation,89,left_id,18076102
pre-DN-VNC,no official annotation,89,left_id,19835787
pre-DN-VNC,no official annotation,89,left_id,15995958
pre-DN-VNC,no official annotation,89,left_id,4324479
DN-VNC,no official annotation,89,left_id,17736654
pre-DN-VNC,no official annotation,89,left_id,13028455
DN-SEZ,no official annotation,89,left_id,17809869
pre-DN-VNC,no official annotation,89,left_id,7025831
MB-FBN,FBN-11,90,left_id,9423829
DN-VNC,no official annotation,91,left_id,3979181
pre-DN-VNC,no official annotation,91,left_id,7700444
DN-VNC,no official annotation,91,left_id,17165755
CN,no official annotation,91,left_id,9061235
pre-DN-VNC,PL-13,91,left_id,10964258
MB-FBN,FB2N-20,91,left_id,11476614
pre-DN-VNC,no official annotation,91,left_id,15525794
DN-VNC,no official annotation,91,left_id,15005403
DN-VNC,no official annotation,91,left_id,16667306
pre-DN-VNC,no official annotation,91,left_id,4749004
DN-VNC,no official annotation,91,left_id,16667592
pre-DN-VNC,no official annotation,91,left_id,16560178
DN-SEZ,no official annotation,91,left_id,16561224
pre-DN-SEZ,no official annotation,91,left_id,16852589
DN-VNC,no official annotation,91,left_id,19361427
pre-DN-VNC,no official annotation,92,left_id,7025064
DN-VNC,no official annotation,92,left_id,16851496
pre-DN-VNC,no official annotation,92,left_id,16851718
DN-VNC,no official annotation,92,left_id,10553248
DN-VNC,no official annotation,92,left_id,1678567
pre-DN-VNC,no official annotation,92,left_id,18551732
pre-DN-VNC,no official annotation,92,left_id,17454636
MB-FFN,FFN-38,no cluster,left_id,17015609
sensory,gustatory-external,no cluster,left_id,15713206
sensory,gustatory-pharyngeal,no cluster,left_id,15998319
sensory,gustatory-external,no cluster,left_id,5120990
sensory,gustatory-pharyngeal,no cluster,left_id,15998913
sensory,gustatory-pharyngeal,no cluster,left_id,15998899
sensory,visual,0,right_id,2532841
sensory,visual,0,right_id,16267292
sensory,visual,0,right_id,2544902
sensory,visual,0,right_id,7566199
sensory,visual,0,right_id,1856512
sensory,visual,0,right_id,8447845
sensory,visual,0,right_id,946481
sensory,visual,0,right_id,902038
sensory,visual,0,right_id,900032
sensory,olfactory,1,right_id,3827211
sensory,olfactory,1,right_id,3790004
sensory,olfactory,1,right_id,3963891
sensory,olfactory,1,right_id,3840345
sensory,olfactory,1,right_id,4073353
sensory,olfactory,1,right_id,3885215
sensory,olfactory,1,right_id,3958234
sensory,olfactory,1,right_id,2608843
LN,no official annotation,1,right_id,3805641
sensory,olfactory,1,right_id,3980315
sensory,olfactory,2,right_id,3893195
sensory,olfactory,2,right_id,2582391
sensory,thermo-warm,2,right_id,3985829
sensory,olfactory,2,right_id,3813723
sensory,olfactory,2,right_id,7719547
sensory,olfactory,2,right_id,7658146
sensory,olfactory,2,right_id,2584838
sensory,thermo-warm,2,right_id,4023881
sensory,olfactory,2,right_id,4076389
sensory,olfactory,2,right_id,3954014
sensory,olfactory,2,right_id,3896629
sensory,olfactory,2,right_id,3865952
sensory,olfactory,2,right_id,2571761
sensory,olfactory,2,right_id,3872653
sensory,gustatory-external,3,right_id,15746421
sensory,gustatory-external,3,right_id,15595950
LN,no official annotation,3,right_id,7563413
sensory,gustatory-external,3,right_id,3966683
sensory,gustatory-external,3,right_id,15652529
sensory,gustatory-external,3,right_id,15556868
sensory,gustatory-external,3,right_id,15615042
sensory,gustatory-external,3,right_id,15588691
sensory,gustatory-external,3,right_id,15556081
sensory,gustatory-external,3,right_id,15615589
sensory,gustatory-external,3,right_id,18625446
sensory,gustatory-external,3,right_id,15595607
sensory,gustatory-external,3,right_id,15589411
PN,gustatory-external 2nd_order PN,3,right_id,11184236
sensory,gustatory-external,3,right_id,15653288
sensory,gustatory-pharyngeal,3,right_id,15522777
DN-SEZ,mPN,3,right_id,14517691
PN,gustatory-external 2nd_order PN,3,right_id,6220384
sensory,gustatory-external,3,right_id,15653432
LN,no official annotation,3,right_id,6219781
DN-SEZ,no official annotation,3,right_id,16393165
sensory,gustatory-external,3,right_id,9853425
sensory,gustatory-external,3,right_id,15609885
sensory,gustatory-pharyngeal,3,right_id,3199456
sensory,gustatory-external,4,right_id,15736147
DN-SEZ,no official annotation,4,right_id,10167116
DN-SEZ,no official annotation,4,right_id,8159396
DN-SEZ,no official annotation,4,right_id,13580849
sensory,gustatory-external,4,right_id,12253020
DN-SEZ,no official annotation,4,right_id,16586265
sensory,gustatory-pharyngeal,4,right_id,15506094
sensory,gustatory-pharyngeal,4,right_id,15592696
sensory,gustatory-pharyngeal,4,right_id,15507888
sensory,gustatory-external,4,right_id,16341399
sensory,gustatory-external,4,right_id,15588800
DN-SEZ,no official annotation,4,right_id,8227502
sensory,gustatory-external,4,right_id,10934438
sensory,gustatory-external,4,right_id,4097554
sensory,gustatory-external,4,right_id,15595823
DN-SEZ,no official annotation,4,right_id,17659219
DN-SEZ,no official annotation,4,right_id,16158918
sensory,gustatory-external,4,right_id,3071301
DN-SEZ,no official annotation,4,right_id,2557644
sensory,gustatory-external,4,right_id,4017089
sensory,gustatory-external,4,right_id,15651438
DN-SEZ,no official annotation,4,right_id,9750356
sensory,gustatory-external,5,right_id,3822523
sensory,gustatory-external,5,right_id,15589362
sensory,gustatory-external,5,right_id,15656435
sensory,gustatory-external,5,right_id,15615081
sensory,gustatory-external,5,right_id,15615776
sensory,gustatory-external,5,right_id,4096703
DN-SEZ,no official annotation,5,right_id,5558724
DN-SEZ,no official annotation,5,right_id,12335381
sensory,gustatory-pharyngeal,5,right_id,15409328
DN-SEZ,PL-1,5,right_id,5478818
sensory,thermo-cold,5,right_id,3487306
sensory,thermo-cold,5,right_id,18630153
sensory,gustatory-pharyngeal,5,right_id,15541976
sensory,gustatory-pharyngeal,5,right_id,15639171
sensory,gustatory-pharyngeal,5,right_id,15531033
sensory,gustatory-pharyngeal,5,right_id,15640893
sensory,gustatory-pharyngeal,5,right_id,15530882
sensory,gustatory-pharyngeal,5,right_id,15531916
sensory,gustatory-pharyngeal,5,right_id,15525858
sensory,gustatory-pharyngeal,5,right_id,16341507
DN-SEZ,no official annotation,5,right_id,19054481
sensory,gustatory-pharyngeal,5,right_id,15573283
sensory,gustatory-pharyngeal,5,right_id,16341966
sensory,gustatory-pharyngeal,5,right_id,15458316
DN-SEZ,no official annotation,5,right_id,17529547
sensory,gustatory-pharyngeal,5,right_id,15434200
sensory,gustatory-pharyngeal,5,right_id,18620885
sensory,gustatory-pharyngeal,5,right_id,15398807
sensory,gustatory-external,5,right_id,5448622
sensory,gustatory-pharyngeal,5,right_id,3795498
sensory,gustatory-pharyngeal,5,right_id,15461769
sensory,gustatory-pharyngeal,5,right_id,15451084
DN-SEZ,no official annotation,5,right_id,869360
sensory,gustatory-pharyngeal,5,right_id,15573331
DN-SEZ,no official annotation,5,right_id,6219445
sensory,gustatory-pharyngeal,5,right_id,15639020
DN-SEZ,no official annotation,5,right_id,16057212
sensory,thermo-cold,5,right_id,3650600
sensory,gustatory-pharyngeal,5,right_id,3123905
DN-SEZ,no official annotation,5,right_id,10221622
DN-SEZ,no official annotation,5,right_id,5559657
DN-SEZ,no official annotation,5,right_id,16463097
sensory,gustatory-external,6,right_id,15658013
sensory,gustatory-pharyngeal,6,right_id,7160160
sensory,gustatory-pharyngeal,6,right_id,15641926
sensory,gustatory-pharyngeal,6,right_id,15533421
sensory,gustatory-external,6,right_id,8810739
sensory,gut,6,right_id,15547732
sensory,gustatory-external,6,right_id,16115501
sensory,gustatory-pharyngeal,6,right_id,15645825
sensory,gustatory-external,6,right_id,15653927
sensory,gustatory-external,7,right_id,15762568
sensory,gustatory-external,7,right_id,15615475
sensory,gustatory-external,7,right_id,15620606
sensory,gustatory-external,7,right_id,15629241
sensory,gustatory-external,7,right_id,18679889
sensory,gustatory-external,7,right_id,15594123
sensory,gustatory-pharyngeal,7,right_id,15505837
sensory,gustatory-pharyngeal,7,right_id,15672153
sensory,gustatory-pharyngeal,7,right_id,15639275
sensory,gustatory-external,7,right_id,15618976
sensory,gustatory-pharyngeal,7,right_id,15637893
sensory,gustatory-pharyngeal,7,right_id,15671848
sensory,gustatory-pharyngeal,7,right_id,15638520
sensory,gustatory-external,7,right_id,15620432
sensory,gustatory-external,7,right_id,15743905
sensory,gustatory-pharyngeal,7,right_id,16362243
sensory,visual,8,right_id,766246
sensory,visual,8,right_id,902877
PN,gustatory-external 2nd_order PN,8,right_id,3848843
PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,8,right_id,6252764
sensory,visual,8,right_id,7778722
sensory,visual,8,right_id,7485368
PN,gustatory-pharyngeal 2nd_order PN,8,right_id,11838242
sensory,gustatory-external,9,right_id,4059758
sensory,gustatory-pharyngeal,9,right_id,15640548
sensory,gustatory-external,9,right_id,4030526
sensory,gut,9,right_id,15748726
DN-SEZ,no official annotation,9,right_id,865151
sensory,gut,9,right_id,15542354
sensory,gustatory-external,9,right_id,15638742
sensory,gut,9,right_id,15576194
sensory,gut,9,right_id,15564911
sensory,gustatory-external,9,right_id,15617459
sensory,gustatory-pharyngeal,9,right_id,15640425
sensory,gut,9,right_id,15574508
sensory,gut,9,right_id,15575052
sensory,gustatory-external,9,right_id,15607180
sensory,gut,9,right_id,15575232
sensory,gustatory-external,9,right_id,18833414
LN,no official annotation,10,right_id,10831005
LN,no official annotation,10,right_id,4247099
LN,no official annotation,10,right_id,8199671
LN,no official annotation,10,right_id,8198513
LN,_broad D1,10,right_id,8198416
LN,no official annotation,10,right_id,3806573
LN,no official annotation,10,right_id,8198317
LN,no official annotation,10,right_id,6557581
LN,no official annotation,10,right_id,11051276
LN,no official annotation,10,right_id,8198238
LN,no official annotation,10,right_id,5247102
LN,no official annotation,10,right_id,7600311
LN,no official annotation,10,right_id,8231264
PN,mPN; mPN iACT bilateral UPPER; Multiglomerular PN 1; mPN; olfactory 2nd_order PN; thermo-warm 2nd_order PN,10,right_id,16795524
DN-SEZ,FFN-39,10,right_id,4116174
sensory,gustatory-pharyngeal,11,right_id,15639548
sensory,gustatory-external,11,right_id,15612241
sensory,gustatory-pharyngeal,11,right_id,15640567
sensory,gustatory-pharyngeal,11,right_id,15914721
sensory,gustatory-external,11,right_id,15618756
sensory,gut,11,right_id,15572414
sensory,gut,11,right_id,15564782
sensory,gustatory-pharyngeal,11,right_id,15672957
sensory,gustatory-external,11,right_id,15671481
sensory,gustatory-external,11,right_id,15615877
sensory,gustatory-external,11,right_id,3562954
sensory,gustatory-pharyngeal,11,right_id,15445198
PN,33a PN; uPN; olfactory 2nd_order PN,12,right_id,13589251
PN,45a PN; uPN; olfactory 2nd_order PN,12,right_id,8247451
PN,74a PN; uPN; olfactory 2nd_order PN,12,right_id,8140109
PN,85c PN; uPN; olfactory 2nd_order PN,12,right_id,14604028
PN,59a PN; uPN; olfactory 2nd_order PN,12,right_id,8245014
PN,94a&94b PN; uPN; olfactory 2nd_order PN,12,right_id,4651929
PN,67b PN; uPN; olfactory 2nd_order PN,12,right_id,8246081
PN,22c PN; uPN; olfactory 2nd_order PN,12,right_id,8248631
PN,24a PN; uPN; olfactory 2nd_order PN,12,right_id,8245869
PN,1a PN; uPN; olfactory 2nd_order PN,12,right_id,8252067
PN,83a PN; uPN; olfactory 2nd_order PN,12,right_id,8243455
PN,13a PN; uPN; olfactory 2nd_order PN,12,right_id,8244823
PN,45b PN; uPN; olfactory 2nd_order PN,12,right_id,8253413
PN,42b PN; uPN; olfactory 2nd_order PN,12,right_id,8245692
PN,30a PN; uPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN,12,right_id,8256186
PN,35a PN; uPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,12,right_id,7935088
PN,42a PN; uPN; olfactory 2nd_order PN,12,right_id,8244723
PN,49a PN; uPN; olfactory 2nd_order PN,12,right_id,11279244
PN,47a&33b PN; uPN; olfactory 2nd_order PN,12,right_id,8246750
PN,82a PN; uPN; olfactory 2nd_order PN,12,right_id,8245146
PN,63a PN; uPN; olfactory 2nd_order PN,12,right_id,8245513
sensory,gut,13,right_id,945309
sensory,gustatory-external,13,right_id,15609427
DN-SEZ,no official annotation,13,right_id,17698681
sensory,gustatory-pharyngeal,13,right_id,18785124
sensory,gustatory-external,13,right_id,15629355
sensory,gustatory-external,13,right_id,15611642
sensory,gustatory-external,13,right_id,15611791
ascending,mechano-Ch,14,right_id,2784471
pre-DN-VNC,no official annotation,14,right_id,21591037
PN-somato,mechano-Ch 2nd_order PN,14,right_id,8942413
pre-DN-VNC,no official annotation,14,right_id,21590958
pre-DN-VNC,no official annotation,14,right_id,17360225
PN-somato,noci 2nd_order PN,14,right_id,1141813
PN-somato,noci 2nd_order PN,14,right_id,8821758
pre-DN-SEZ,no official annotation,14,right_id,10663559
pre-DN-VNC,no official annotation,14,right_id,16666673
PN-somato,mechano-Ch 2nd_order PN,14,right_id,2885630
ascending,mechano-Ch,14,right_id,10937355
PN-somato,mechano-Ch 2nd_order PN,14,right_id,5545085
DN-SEZ,mPN,15,right_id,10158972
DN-SEZ,no official annotation,15,right_id,17355872
DN-SEZ,no official annotation,15,right_id,13968203
DN-SEZ,mPN,15,right_id,3806652
sensory,gustatory-pharyngeal,16,right_id,3192952
DN-SEZ,no official annotation,16,right_id,17355892
sensory,gut,16,right_id,15567466
sensory,gustatory-pharyngeal,16,right_id,15638968
sensory,gut,16,right_id,18231999
sensory,gut,16,right_id,15587166
sensory,gut,16,right_id,15564882
sensory,gut,16,right_id,15564661
sensory,gut,16,right_id,17951153
sensory,gut,16,right_id,15546924
sensory,gut,16,right_id,15569561
PN,Gustatory PN 2; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,17,right_id,13789482
LN,no official annotation,17,right_id,4620453
LN,Thermo PN 2,17,right_id,9291474
PN,Unknown PN 2; gustatory-external 2nd_order PN,17,right_id,8254894
PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,17,right_id,3814635
PN,gustatory-external 2nd_order PN,17,right_id,4983938
PN,Gustatory PN 4; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,17,right_id,4393049
PN,Thermo PN 4; tPN; thermo-cold 2nd_order PN,17,right_id,3690921
PN,Thermo PN 3; tPN; thermo-cold 2nd_order PN,17,right_id,9747710
PN,Gustatory PN 1; gustatory-external 2nd_order PN,17,right_id,17884299
PN-somato,mechano-Ch 2nd_order PN,18,right_id,16574328
PN-somato,noci 2nd_order PN,18,right_id,9621307
PN-somato,noci 2nd_order PN,18,right_id,6692908
PN-somato,noci 2nd_order PN,18,right_id,8697453
PN-somato,noci 2nd_order PN,18,right_id,2881070
PN-somato,mechano-Ch 2nd_order PN,18,right_id,21591033
PN-somato,mechano-Ch 2nd_order PN,18,right_id,20278329
PN-somato,noci 2nd_order PN,18,right_id,4393350
PN-somato,noci 2nd_order PN,18,right_id,17654624
PN-somato,mechano-Ch 2nd_order PN,18,right_id,2846555
PN-somato,mechano-Ch 2nd_order PN,18,right_id,8641784
PN-somato,mechano-Ch 2nd_order PN,18,right_id,12884490
pre-DN-SEZ,no official annotation,18,right_id,14759661
PN-somato,mechano-Ch 2nd_order PN,18,right_id,15684934
pre-DN-SEZ,no official annotation,18,right_id,3182103
PN-somato,mechano-Ch 2nd_order PN,18,right_id,17541953
PN-somato,noci 2nd_order PN,18,right_id,18655517
PN-somato,mechano-Ch 2nd_order PN,18,right_id,15668869
PN-somato,mechano-Ch 2nd_order PN,18,right_id,1137946
ascending,noci,18,right_id,9640873
pre-DN-VNC,no official annotation,18,right_id,7449767
DN-VNC,no official annotation,18,right_id,8880781
PN-somato,mechano-Ch 2nd_order PN,18,right_id,10403609
PN-somato,mechano-Ch 2nd_order PN,18,right_id,10683313
PN-somato,mechano-Ch 2nd_order PN,18,right_id,2911847
PN-somato,noci 2nd_order PN,18,right_id,8970595
ascending,mechano-Ch,18,right_id,8198913
pre-DN-VNC,no official annotation,19,right_id,17658672
pre-DN-SEZ,no official annotation,19,right_id,3180681
PN-somato,noci 2nd_order PN,19,right_id,9161929
sensory,respiratory,20,right_id,10852875
DN-SEZ,no official annotation,20,right_id,858479
sensory,gut,20,right_id,15561413
sensory,gut,20,right_id,15574328
sensory,gut,20,right_id,15548694
sensory,gut,20,right_id,9716858
sensory,gut,20,right_id,15563553
sensory,gut,20,right_id,15562137
sensory,gut,20,right_id,6883831
sensory,respiratory,20,right_id,891237
sensory,gut,20,right_id,15573450
sensory,respiratory,20,right_id,11291344
sensory,gut,21,right_id,15586536
sensory,gut,21,right_id,15573381
sensory,gut,21,right_id,15564807
sensory,gut,21,right_id,15575327
sensory,respiratory,21,right_id,4061049
sensory,respiratory,21,right_id,12178825
PN,gut 2nd_order PN,21,right_id,2432564
sensory,respiratory,21,right_id,5382876
sensory,gut,21,right_id,15543394
sensory,gustatory-pharyngeal,21,right_id,15640724
sensory,respiratory,21,right_id,7331555
sensory,respiratory,21,right_id,19037563
pre-DN-VNC,no official annotation,22,right_id,11714576
DN-SEZ,no official annotation,22,right_id,16884962
PN,LHN-22; CN-58; gustatory-external 2nd_order PN,22,right_id,8069432
PN,mPN; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN,22,right_id,10990803
PN,mPN; mPN seahorse; mPN; olfactory 2nd_order PN,22,right_id,4324898
